Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
8654,0,0.3036689614970147,25,1,0.45730579110519926,43061.2814688829,2,0,0,0,1.0
8655,1,0.5042773656340785,30,0,0.491396735344397,44014.166868961875,3,0,1,1,1.0
8656,0,0.2197548402831585,43,0,0.4786483670883609,91727.40393180143,7,0,0,0,1.0
8657,0,0.3749780018436428,35,0,0.3969484615328177,45652.54339654625,8,0,0,0,0.0
8658,0,0.10218852187595441,49,0,0.32733540082130064,35980.52440106649,5,0,2,0,1.0
8659,0,0.060699024868214074,45,1,0.21618461150894783,120516.84263061525,8,0,0,0,0.0
8660,0,0.3870283799089695,46,0,0.36244236238461314,123806.37367839052,4,0,1,0,1.0
8661,1,0.2825982653523045,26,0,0.5049647746957596,69391.86401146739,3,0,0,0,2.0
8662,0,0.22984003816641455,31,1,0.5398249637025465,99858.81427727258,7,0,0,0,0.0
8663,0,0.18508066799823983,21,0,0.45886868966152555,94227.45800163432,3,0,0,0,4.0
8664,0,0.15666948184321677,48,0,2.2139329126985476,118341.6030506881,7,0,0,0,
8665,0,0.3886119668925884,65,0,0.5380315167322128,118493.38878616302,4,0,0,0,0.0
8666,1,0.17088951377184095,44,0,0.2880756500406769,25000.0,3,0,1,0,4.0
8667,1,0.1065226123040416,45,0,0.23071367449675992,74438.27763304928,4,0,0,0,3.0
8668,0,0.19625532486223565,35,2,0.13347495631136702,112966.5801987302,3,0,0,0,0.0
8669,0,0.7760851320092176,39,1,0.588959152625503,,7,0,0,0,3.0
8670,0,0.4231662547397052,57,0,0.505698793179173,86674.19228287776,3,0,1,0,3.0
8671,1,0.590844558026342,43,0,0.37808234428820453,128397.34467500333,2,0,1,1,1.0
8672,0,0.30993446195369434,49,0,0.7341281319300527,88832.59107785932,5,0,0,0,3.0
8673,0,0.21284910461772408,57,0,0.48717705011063694,,2,0,1,0,1.0
8674,0,0.7220877003369907,55,1,0.5692426084476391,157919.776399226,6,0,1,0,0.0
8675,0,0.44537194390286755,42,1,0.23138969169384083,79601.6194015182,5,0,1,0,0.0
8676,0,0.2021281119506571,43,0,0.29184667043894963,76196.78933695151,8,0,0,0,1.0
8677,1,0.35934722514196715,37,1,0.8427918417019943,25000.0,1,1,0,0,1.0
8678,1,0.23565022814135736,47,0,0.3767471210964176,70999.19313834449,4,0,0,0,2.0
8679,0,0.6415281657092698,37,0,0.5628832543100797,40364.34436389919,3,0,0,1,0.0
8680,0,0.2663334487630709,46,0,0.3750864643944732,95958.99541409689,6,0,3,0,2.0
8681,1,0.5714501608302999,54,1,0.4507475112124523,92418.17072055467,1,0,0,0,1.0
8682,0,0.43498772093941535,21,1,0.11613003534401517,124582.15612553919,5,0,2,0,2.0
8683,0,0.5267529834723429,21,0,0.11276310785866056,183169.77968641478,11,0,1,0,2.0
8684,0,0.276051588641622,41,1,0.7162647965607856,83746.68055020785,4,0,0,0,2.0
8685,0,0.09913480440740198,50,1,0.22650830972482733,297815.35863463394,6,0,1,0,1.0
8686,0,0.4197890093355664,45,1,0.41059417511403795,96553.09032668517,6,0,0,0,2.0
8687,1,0.13944713137787976,27,0,0.5704095184018411,41331.53237742352,4,0,0,1,0.0
8688,0,0.9601737217062942,52,0,0.421868027945185,62371.297257678016,4,0,0,0,2.0
8689,0,0.5173449003153878,64,0,0.5449664271141822,69216.13746850527,6,0,0,0,2.0
8690,1,0.4792299278930298,31,0,0.3096774867284969,117673.59577671908,4,0,0,0,4.0
8691,0,0.5443657582091489,33,0,0.1732720936912024,50463.851893984865,3,1,0,0,0.0
8692,0,0.5100425961893741,42,0,0.48055295726592634,72121.91748985232,5,0,0,0,0.0
8693,0,0.4400885919390288,40,0,1.327828359716457,77763.53088398991,4,0,2,0,4.0
8694,0,0.4944170932235962,56,1,0.15704339278378338,66405.39324859278,5,0,1,0,1.0
8695,0,1.772797910739135,45,0,0.22432459571708777,132757.37059341848,9,0,2,0,2.0
8696,0,0.05427055775801779,38,0,0.17196976735787128,120900.93420432448,5,0,1,0,4.0
8697,0,0.052520934232317455,34,1,0.658517568985136,161395.30163194184,5,0,0,0,2.0
8698,1,0.2616924912290309,23,2,1.125471326337975,70822.79211391779,2,0,1,0,0.0
8699,1,0.6256394659154023,58,0,0.21382203752157658,164619.19265277387,5,0,1,0,0.0
8700,0,0.23881471550594932,49,0,0.5087452046379901,40126.87557783137,7,0,2,0,1.0
8701,1,0.6252186142780627,40,0,0.46450264195680213,39592.24855238226,4,0,1,0,2.0
8702,1,0.18678792356328458,43,1,0.8866296384032192,43582.41719474345,4,0,0,0,4.0
8703,0,0.18626841304554623,40,0,0.1606258654457308,85397.01542215633,5,1,1,0,0.0
8704,0,0.7009199209308199,21,0,0.9034289890496531,164605.66182590573,7,0,0,0,1.0
8705,0,0.980438702405273,24,0,0.36127745089880403,61011.75659484305,8,0,0,0,3.0
8706,0,0.4524192441207839,39,0,1.0544972945881392,65369.99416002646,6,0,1,0,3.0
8707,0,0.06751302765342859,39,0,0.8249378130135266,75447.33367307672,1,0,0,2,3.0
8708,0,0.17459047148290663,41,1,3.7239070725408214,116431.1590468761,12,0,0,0,2.0
8709,0,0.3101738282394011,62,0,0.15582596750128871,65336.49773917984,3,0,1,0,0.0
8710,0,0.27454999689464493,38,1,0.4504274898293958,63362.0685259916,9,0,1,0,1.0
8711,1,0.40695885999338977,32,1,0.3472037873615147,40539.52102870018,2,1,0,1,2.0
8712,0,0.18918529365234457,42,1,0.7755086477450464,62041.164598643765,7,0,1,0,0.0
8713,0,0.36055771077224424,25,0,4.284853461010316,162365.29191195674,3,0,1,0,
8714,0,0.08502948724060591,43,0,0.8130614326927466,89322.55447322101,3,0,0,0,0.0
8715,0,0.48695214518034424,33,0,0.7913373528937682,56561.284989539614,4,0,1,0,1.0
8716,0,0.05107690718977683,44,0,0.20943424732903804,167691.15191012525,2,0,1,0,2.0
8717,0,0.7863304536258234,39,1,0.3726267654416066,61582.47263371873,5,0,1,0,2.0
8718,0,0.39122736558215065,40,0,0.913308814409375,185530.6856634549,0,0,0,0,0.0
8719,0,0.4312658355530461,49,1,0.5450753356447559,183869.92143184517,4,0,1,0,4.0
8720,0,0.24461228223345297,50,0,0.8110803819028022,87623.66549623616,7,0,0,0,1.0
8721,0,0.0031448857000434963,66,0,0.5366138709524323,37264.550312161955,5,0,2,0,2.0
8722,0,0.4379924310983051,50,0,0.876664795602838,299307.07691225794,8,0,1,0,
8723,1,0.0185676451363294,39,0,0.2848301213725237,105135.1380784034,5,0,1,0,0.0
8724,0,0.6241376840538856,34,0,0.4359133817979898,71101.38792908414,7,0,0,0,3.0
8725,0,0.2660775823633476,46,0,0.5134137282202442,143755.66306613185,4,0,2,0,2.0
8726,0,0.021732773074310575,59,2,0.20362575235979302,125024.6920106233,6,0,0,0,0.0
8727,0,0.786398154703788,52,0,0.46638750673533186,174733.30034966057,8,1,1,0,0.0
8728,1,0.5945254447476858,33,98,0.8201644578483898,59024.54871265027,4,98,0,98,5.0
8729,1,0.3158082331145696,47,0,1.7920743775891688,101231.006477508,4,0,1,1,4.0
8730,1,0.23534790551782914,44,0,0.968881227974391,44257.11256117803,8,1,0,0,2.0
8731,0,0.5284282269676916,54,0,0.49336994872564455,122575.68043265885,1,0,0,0,1.0
8732,0,0.44151617835966916,45,1,0.9538358580363393,83899.92904158395,8,0,1,0,2.0
8733,0,0.12853083892030698,45,1,0.5397529364524095,99166.45595934558,6,0,1,1,1.0
8734,0,0.023186108986857787,27,1,0.5199614150239482,78394.39033176131,4,0,1,0,3.0
8735,0,0.2770765066305766,51,1,0.6150818500531745,74010.04814240233,3,0,2,0,2.0
8736,0,0.009133848033874275,25,0,0.3198465249089472,52705.381986280176,9,0,1,0,0.0
8737,1,1.1006844385198067,43,0,0.3214406535425876,131233.9146736957,4,0,0,0,1.0
8738,0,1.18128579157915,35,0,0.785398744614423,,5,0,1,0,2.0
8739,1,0.6671114841407655,34,0,0.4492896772562927,62556.9363479272,6,0,1,0,5.0
8740,0,0.4538893285566447,48,0,1.1080958218813715,115202.5632849851,2,0,0,0,
8741,0,0.20519210925621076,41,1,0.28091646466572756,107764.22238664606,1,0,0,0,
8742,0,0.2408202862115083,21,0,0.1656691332650226,85344.71426912557,2,0,1,0,2.0
8743,0,0.5083830468262197,39,1,0.8917021713858706,36694.139940568726,8,0,1,0,2.0
8744,1,1.0362809612611525,37,0,0.3840665732065322,41527.928546241696,7,0,1,0,2.0
8745,0,0.48149900150272174,57,0,0.36579638719876667,55296.22531523108,4,0,0,1,4.0
8746,1,0.45986183035997713,27,0,0.2140855438642036,26200.8570759181,2,1,1,0,2.0
8747,0,0.1494961504726526,65,1,1.9820734885347309,184317.83332347148,4,0,1,0,1.0
8748,1,0.04266347581647235,52,0,0.368041915017146,104009.4226110626,7,0,0,1,2.0
8749,0,0.08565417506299032,38,0,0.29351941470295473,83576.81460780355,8,0,0,0,3.0
8750,0,0.032709007700238095,36,0,0.22044238282251521,25472.89690423292,6,0,0,0,2.0
8751,1,1.9457419749096707,34,1,0.5387852955542696,31159.393313043765,2,0,0,0,0.0
8752,0,0.20934548360889974,45,0,0.5983976681303135,84856.10652081062,4,0,1,0,0.0
8753,1,0.19811340059692584,32,1,0.628023054621329,251140.91653037988,10,0,1,1,3.0
8754,0,0.059201128580714156,40,1,0.5535172333959145,57857.92365823407,6,0,0,0,1.0
8755,0,0.054827186094910774,28,0,0.2539466588812586,136637.79996401473,1,0,1,0,5.0
8756,0,0.1810527156177087,50,0,0.638946567452278,,2,0,0,0,0.0
8757,0,0.16541983806002497,44,0,0.8374834914920614,87586.45070191177,5,0,1,0,2.0
8758,1,0.1800310703805346,36,0,0.36229164256149593,165723.51673168025,8,0,1,1,1.0
8759,1,0.41904620884784893,39,2,0.4946330244468183,70243.74916703715,8,0,1,0,0.0
8760,1,0.6737320221510776,33,1,0.5182203290669938,58130.298781755664,3,0,0,0,1.0
8761,0,0.10846457972599997,45,1,0.24316095635130902,185338.4338146592,6,0,2,0,0.0
8762,1,0.6013871543262719,26,1,0.2513859476037622,87121.31064362952,3,0,1,0,1.0
8763,0,0.4200706856866383,52,1,0.11191686231956824,154842.35283192972,4,0,0,0,3.0
8764,0,0.4116491584859534,44,0,0.44296180110169997,,3,1,0,0,
8765,0,0.44887077908710415,36,0,0.27120172533159664,,5,0,0,0,1.0
8766,0,0.036212617959865905,49,1,0.16659072574940587,98764.64751149807,4,0,0,0,4.0
8767,0,0.14169137657301153,46,0,0.5158102672067201,107918.67297380987,3,0,1,0,3.0
8768,1,0.16177666572549465,29,0,0.36434984231652373,,3,0,1,0,0.0
8769,1,0.26024909682554326,57,0,0.32779849196649585,64343.34313591947,9,0,3,1,0.0
8770,0,0.4813523529788191,21,0,0.12946429516504268,84886.84847444567,6,0,0,0,3.0
8771,1,0.9511279700859548,55,0,1.7433969713975963,66607.69358199683,4,0,0,1,1.0
8772,1,0.6732704606784375,40,0,0.9673365129095517,144026.1752277741,3,0,0,2,2.0
8773,0,0.07209980480200154,53,0,0.2982110314805603,75987.07645105428,3,0,1,0,2.0
8774,0,0.6302728258513618,59,0,0.7755013598347473,37306.4317862034,4,0,0,0,0.0
8775,1,0.13749436532465686,36,1,0.34241643990345094,33735.870127765906,6,0,1,0,1.0
8776,0,0.2756593120087109,37,0,0.38636655645938106,32869.64992208228,8,0,0,0,1.0
8777,0,0.3530728873201139,45,0,0.6021995527865968,119358.15007960635,5,0,2,0,2.0
8778,0,0.3128570537159127,28,1,0.7228959789951651,45101.5831845353,6,0,1,1,0.0
8779,0,0.22811233461170216,38,0,0.42398413034928273,100212.39641640552,4,0,1,0,1.0
8780,1,0.3777187628320331,37,0,0.34998474211857666,91593.53637861663,4,0,1,0,0.0
8781,1,0.3219769839080392,27,0,0.41875001748238,81994.73138663008,6,0,1,1,2.0
8782,0,0.27974945388717515,36,0,0.2892995856037309,108133.60899853392,3,0,0,0,1.0
8783,1,0.9530263964582435,51,0,0.7389215381218516,92694.73421907534,4,0,0,1,2.0
8784,0,0.24573121258984468,50,1,0.15427680221558335,25000.0,3,0,1,0,2.0
8785,0,0.720177305395353,39,0,0.7387322853667034,71111.6259242596,4,0,1,0,2.0
8786,1,0.016627857183824316,42,0,0.12582858861689974,107345.37550755272,1,0,0,1,4.0
8787,0,0.11358092975610712,38,0,0.0906539373796413,209432.24348538066,2,0,0,0,0.0
8788,1,0.4177056764932615,21,0,0.6340530226489147,214819.12825540671,6,0,1,1,0.0
8789,1,0.31109743384946387,29,2,0.7727634329352446,40145.563595970925,4,1,0,0,
8790,1,0.4133009871333407,53,0,1.1777205308954537,70098.10819163387,4,0,1,0,1.0
8791,0,0.16846327866295263,56,1,0.38232552898299027,,7,0,1,0,1.0
8792,0,0.09018103687859488,31,1,0.7034630038829858,196013.1036451915,2,0,0,0,3.0
8793,0,1.0099411464443315,55,2,1.6590691301880802,,4,0,0,0,5.0
8794,1,0.617408799657117,27,1,0.8603997260153328,103034.93018955103,5,0,0,1,1.0
8795,1,0.8995294425637177,35,0,0.24729463621001996,93092.80461891032,1,0,2,0,4.0
8796,0,0.2823251540749618,40,0,0.24387000306636866,181561.025566672,3,0,1,0,0.0
8797,0,0.42629723845413453,38,0,0.31815414853241636,165417.6649266169,4,0,1,0,0.0
8798,0,0.07818778448010333,33,0,0.42330757089939414,160640.5570483363,8,0,0,0,2.0
8799,0,0.039077286711369445,43,1,0.464458620070895,109225.94688224897,4,0,0,0,1.0
8800,0,0.49498031620149313,51,1,0.14968412483616106,70117.27212085333,3,0,0,0,2.0
8801,1,0.3845472134902473,24,0,2.51984304559755,,5,0,2,0,3.0
8802,0,0.09264630510711318,43,0,0.7537353693293742,133095.6135630775,7,1,0,1,
8803,1,0.06390165182390357,53,0,0.29840827982668877,76507.90835984335,8,0,1,0,3.0
8804,0,0.9511472480293404,37,0,0.13669340704650051,70039.39123187184,3,0,0,0,1.0
8805,0,0.47744058400806916,35,0,0.5812854679411464,158470.2723024299,2,0,1,0,0.0
8806,0,0.20449829458632668,31,1,0.28992931882456247,212195.61910434288,13,0,0,1,1.0
8807,0,0.3991828845955836,66,0,1.4823153340080006,56265.24583992073,4,1,1,0,4.0
8808,0,0.16174145117583344,59,1,0.5392172251496763,73507.50791618261,6,0,1,0,2.0
8809,0,0.18168540376623224,38,1,0.37971360099236995,103054.49366860291,6,0,0,1,2.0
8810,0,0.15406753141572962,56,1,0.23689519071996432,111038.18706706338,3,0,0,0,3.0
8811,0,0.2627053365964317,35,1,0.488860927461201,63748.34503301626,9,0,0,0,2.0
8812,0,0.21611593928756148,40,2,0.1149262793891498,239410.8389805848,6,0,0,0,2.0
8813,0,0.13859309541212012,29,0,1.7592185113420629,107167.9378914373,5,0,0,0,3.0
8814,0,0.28772485314152335,21,0,0.47351375309183175,113807.1780458005,5,0,1,0,1.0
8815,0,0.41192977678878945,35,1,0.699178077266015,,3,0,1,0,2.0
8816,0,0.7673266647775626,36,0,0.18640964703292434,66371.04068813323,4,0,2,0,3.0
8817,1,0.8984939768545187,47,0,0.2389090962652185,80931.82948112227,3,0,0,0,1.0
8818,0,0.9634799834023176,49,1,0.3805569668609284,42645.31818768138,6,0,1,0,3.0
8819,0,0.8452873020491773,40,0,0.1733269612949172,77281.29610266162,4,0,0,0,2.0
8820,0,0.672382391377306,30,1,0.15004096756513893,37462.28085290677,5,0,0,0,1.0
8821,0,0.37613707935929913,34,0,0.24294272896697924,128196.19525193241,6,0,0,0,2.0
8822,1,0.167154783891414,61,0,1.0764041702031184,107044.31777844914,9,1,0,0,1.0
8823,0,0.08825600103103773,49,0,0.29880839890684746,,6,0,0,0,1.0
8824,0,0.06779258751565582,59,1,0.18270965785961377,80399.79944511344,5,0,0,0,2.0
8825,0,0.29193740904643395,63,1,0.10894100848782996,129159.91003773204,4,0,2,0,0.0
8826,1,0.10981412580451695,34,1,0.3814185996378422,45492.927450591684,5,1,2,0,2.0
8827,0,0.3240418612197413,51,1,0.27311496120331574,95062.73557441072,3,0,0,1,0.0
8828,1,1.1513524966655901,31,1,0.526650885460616,124832.78410295409,9,0,0,0,1.0
8829,1,0.29236523112228635,54,0,0.4624693603815468,31880.48217340339,3,0,0,1,2.0
8830,0,0.205324566240758,51,0,0.5430745495231938,123836.31139540106,7,0,0,0,2.0
8831,0,0.41554842356844174,21,0,1.2135268164358057,33835.493877529,0,0,0,0,1.0
8832,0,0.7210020395398254,46,0,0.3916668893329827,79644.08370172509,2,0,3,0,1.0
8833,0,0.518736787411269,31,1,0.35040097191074077,44807.68270931073,3,0,0,0,0.0
8834,0,0.33599336134277136,37,0,0.16926221834628735,186686.42536469683,6,0,0,0,1.0
8835,1,0.8263720598755483,34,0,0.6476149291772052,44962.469974606865,7,0,1,0,3.0
8836,0,0.2087049331363512,52,0,0.41770151020698976,34282.68034510933,5,0,0,0,3.0
8837,0,0.24203420710512377,33,2,0.41710997113834253,,2,0,1,0,0.0
8838,0,0.6223982622641379,26,0,0.7395120272637088,67674.40760988936,4,1,2,0,0.0
8839,1,0.08681124964596766,32,1,0.7442897525127906,37140.642131198096,7,0,0,0,0.0
8840,0,0.6869835704016408,39,1,0.11691697307398327,113459.1749961513,4,0,3,0,1.0
8841,0,0.26178459538018656,46,1,0.43907497808499074,28415.087004631292,9,0,1,0,
8842,0,0.10382778514491034,56,0,0.3471642378078772,48053.36605311024,5,0,2,0,1.0
8843,0,0.1539736281320805,48,1,0.4569463955781164,61921.94698147635,5,0,1,0,0.0
8844,0,0.5509356135741893,49,1,0.2088218760654303,132087.8242667622,10,0,0,0,1.0
8845,0,0.5267247348928747,50,0,0.18736718506304925,173252.89066659566,6,0,0,0,0.0
8846,0,0.0533135826257896,51,2,5.0,155831.4472919493,6,0,1,0,1.0
8847,0,0.08568239574741024,54,1,0.4469864521870487,78096.41368488883,5,0,1,0,1.0
8848,0,0.6541764701877839,72,1,0.42495779304886494,25000.0,8,0,0,0,0.0
8849,1,0.998454229062275,51,0,0.7072254986623219,105342.17725628239,1,0,0,1,0.0
8850,0,0.8422814480629394,45,1,0.387200086931478,190768.42875683142,7,0,1,0,0.0
8851,0,0.18692350796168417,36,1,0.8534200897782726,167474.222737097,6,0,0,0,0.0
8852,0,0.4629465008936115,45,1,0.9539176501075035,109603.2115312357,6,0,2,2,0.0
8853,0,0.340310389544436,55,0,0.14015859167219163,44168.77982163196,3,0,2,0,4.0
8854,0,0.2808147758357192,27,0,0.7373854394127881,63645.324698514334,4,0,1,0,2.0
8855,0,0.8909533017945702,57,0,0.6603252092505294,,7,0,0,0,2.0
8856,0,0.16488458017164934,36,0,0.18573875382432997,,2,1,0,0,1.0
8857,0,0.3493254183604613,39,0,0.8215310494109742,45192.540748662,4,0,1,0,0.0
8858,0,0.5699317853604557,48,0,0.6342671573258664,142686.23720248585,4,1,1,0,1.0
8859,1,0.47719169805478584,35,0,0.5779396324618428,67027.77839482883,3,0,0,0,1.0
8860,0,0.013157755305829444,47,0,0.6647018575994328,44357.39354167188,5,0,0,0,0.0
8861,0,0.624289459738781,28,0,0.08812954044442126,196886.78523817807,3,0,0,0,2.0
8862,1,0.7335116410186627,52,1,0.24517720314482713,,3,0,0,0,0.0
8863,0,0.3310525903648989,44,0,0.42294884207608324,68872.30105771594,1,0,0,0,2.0
8864,0,0.6399896523492943,41,0,0.13708114760737528,45243.93198040225,3,0,1,0,0.0
8865,0,0.7823853373164702,45,0,0.3554937962795962,261993.14286322455,9,0,1,0,1.0
8866,1,0.33208873138003475,41,0,1.2392279369780168,83830.44279604651,6,0,0,0,2.0
8867,1,0.3911159267363321,47,0,0.6046010802868674,,5,0,1,0,2.0
8868,1,0.6056579555494027,39,0,0.13718020197647982,138898.46110663866,2,1,2,1,4.0
8869,0,0.027164508552890883,38,1,0.7225490606637056,63799.72385839693,1,0,0,0,1.0
8870,0,0.31983375215538445,21,1,0.5344476552583779,64079.667106122055,4,0,1,1,1.0
8871,0,0.06570462722777926,58,0,1.0632096896741783,188240.03208784695,2,0,0,0,2.0
8872,0,0.31612377900913247,28,1,0.4131976176762621,,4,0,1,0,0.0
8873,0,0.42944439979582744,61,1,0.17377842132511545,30263.45666985986,6,0,1,0,1.0
8874,1,1.0513899347409135,39,1,0.5039295935731353,114964.55512587067,2,0,0,1,3.0
8875,0,0.14070088161716768,56,1,0.19762397492524258,79485.65605655983,6,0,0,0,0.0
8876,0,0.4666712096771922,54,0,0.1403675188324288,48130.54377998309,3,0,1,0,1.0
8877,1,0.6532491400725361,53,1,0.4438850607726046,98121.35933662172,3,0,1,1,0.0
8878,1,1.703063172779832,42,0,0.228018527843251,40445.948830826586,5,0,0,1,4.0
8879,0,0.411876875677096,27,0,0.6745742814710146,,3,0,0,0,3.0
8880,1,0.36440924172316963,39,0,2.756950753238589,54766.799838510466,4,0,1,0,2.0
8881,1,0.18803455258023533,38,1,1.5693559274907387,64544.79802438451,5,0,1,0,0.0
8882,1,0.19815659502106317,40,1,0.4580666732149435,81689.99625451272,9,0,0,0,1.0
8883,0,0.37128897818285667,27,0,0.12186586591428995,48602.89305278626,4,0,0,0,0.0
8884,0,0.3201352719046108,38,0,0.24158547613498968,201843.609449268,5,0,0,0,3.0
8885,1,0.45116093549879455,21,0,0.41885915990555866,111447.15132456119,7,0,1,1,4.0
8886,1,0.08771821085536304,38,0,0.3578726208575896,227979.19769860967,3,0,1,0,2.0
8887,0,0.2790411536714953,43,0,0.2926421927837771,77804.61420902485,2,0,1,0,2.0
8888,0,0.1543792824071904,32,1,0.564236502981668,62828.59107438423,4,0,2,0,0.0
8889,1,0.8294090938036974,38,0,0.9425277028460304,223491.48368032146,5,1,2,1,0.0
8890,0,0.6010838431972949,43,0,0.3299892104813755,61825.25043377906,8,0,0,1,3.0
8891,0,0.1692638161774894,54,0,0.5177918221468778,77029.16442614936,3,0,0,0,0.0
8892,1,0.5933725315625141,54,0,0.6595090637832699,126250.84949314246,4,0,0,0,0.0
8893,0,0.21570915814625924,45,1,0.3390537043513319,43012.70453915065,6,0,1,0,0.0
8894,0,0.016649237834502947,41,1,1.2411084280146236,125644.53857367324,5,0,1,0,1.0
8895,1,0.7357380324744789,46,1,0.5369899248216456,117106.7143323203,5,0,0,0,1.0
8896,0,0.44048666752930316,63,0,0.4321572144791195,170779.5674932315,3,0,0,0,0.0
8897,0,0.5125430270667514,48,0,0.16401331677563102,138624.5497471346,5,0,0,1,0.0
8898,0,1.0025110020651384,45,0,0.1500310645657365,173683.1765547042,5,0,0,0,2.0
8899,0,0.5080144427720861,54,0,0.3775760044979684,79958.89384949,2,0,0,0,4.0
8900,1,1.015048721436688,42,1,0.8422531117206878,52866.82659895511,4,0,1,1,0.0
8901,1,0.2620771173852295,31,0,0.32662062924569196,271167.4966474752,6,1,2,0,1.0
8902,0,0.4033693985120823,47,1,0.22637774637452937,36692.124196516255,9,0,1,0,1.0
8903,0,0.016537461764760886,44,0,0.10411591200943675,38770.61163857787,9,0,0,0,1.0
8904,0,0.9420981892795651,39,0,0.7940738121850683,115939.11044056086,3,0,1,0,2.0
8905,0,0.4793676791158853,48,0,0.7694609277618101,207677.63536891557,5,0,0,0,2.0
8906,0,0.009831243393796905,21,0,0.7426680618511787,94301.55564515745,4,0,0,0,0.0
8907,1,0.38972259966875383,35,0,0.8380941025254828,147210.23805115084,3,1,0,1,3.0
8908,1,0.037597353713819184,31,0,0.22287599753416729,28347.90758454452,7,1,1,0,0.0
8909,1,0.32440642048291957,32,0,0.29230576813747344,64553.542247815276,2,0,0,0,1.0
8910,1,0.7706657801665012,40,0,0.3714674247354359,,6,0,1,0,0.0
8911,0,0.24310008385825,31,1,0.343914066582551,130512.72714772828,6,0,2,0,2.0
8912,0,0.1937132160803609,62,1,0.6753317462438904,36280.031423825654,6,0,3,0,1.0
8913,0,0.1805652982994988,47,0,0.462911627389817,42074.605154192,3,0,0,0,0.0
8914,1,0.07014418726854471,32,0,0.10649235869141427,112725.82959586874,2,0,0,1,1.0
8915,1,0.46433781440052135,21,1,0.958029235885512,152360.30060919886,5,1,3,0,0.0
8916,0,0.10400466712822454,34,1,1.3554717645095338,77852.20810735197,3,0,1,0,2.0
8917,0,0.8092007235493659,38,1,0.12528314667850926,116261.22492231724,3,0,1,0,2.0
8918,1,0.28811312409233925,34,1,0.5221297959808722,114208.78409660932,4,0,0,0,1.0
8919,0,0.25492865212123755,72,0,0.4636911290324382,,4,0,0,0,2.0
8920,1,0.03162179615468637,22,1,0.28492580057098515,46532.76580557042,6,1,2,0,0.0
8921,0,0.04088069238576786,42,0,0.39953343934369445,115924.02212190435,3,0,1,1,2.0
